county,precinct,office,district,party,candidate,votes,legdist
Adams,172,State Treasurer,3,DEM,Mark Stoj,114,SW
Adams,172,Auditor,3,LIB,Michele Sallach-Grace,73,SW
Adams,172,Attorney General,3,REP,Jon Bruning,460,SW
Adams,172,Secretary of State,3,REP,John A. Gale,403,SW
Adams,182,Secretary of State,3,DEM,Janet Stewart,88,SW
Adams,182,State Treasurer,3,REP,Don Stenberg,240,SW
Adams,182,Governor,3,REP,"Dave Heineman, Governor",249,SW
Adams,182,Representative,3,ZZZ,Dan Hill,56,FED
Adams,182,Representative,3,DEM,Rebekah Davis,72,FED
Adams,182,Representative,3,REP,Adrian Smith,187,FED
Adams,182,Governor,3,DEM,"Mike Meister, Governor",65,SW
Adams,182,Auditor,3,REP,Mike Foley,232,SW
Adams,182,State Treasurer,3,DEM,Mark Stoj,65,SW
Adams,182,Auditor,3,LIB,Michele Sallach-Grace,51,SW
Adams,182,Attorney General,3,REP,Jon Bruning,267,SW
Adams,182,Secretary of State,3,REP,John A. Gale,217,SW
Adams,193,Secretary of State,3,DEM,Janet Stewart,82,SW
Adams,193,State Treasurer,3,REP,Don Stenberg,175,SW
Adams,193,Governor,3,REP,"Dave Heineman, Governor",181,SW
Adams,193,Representative,3,ZZZ,Dan Hill,51,FED
Adams,193,Representative,3,DEM,Rebekah Davis,75,FED
Adams,193,Representative,3,REP,Adrian Smith,141,FED
Adams,193,Governor,3,DEM,"Mike Meister, Governor",86,SW
Adams,193,Auditor,3,REP,Mike Foley,182,SW
Adams,193,State Treasurer,3,DEM,Mark Stoj,85,SW
Adams,193,Auditor,3,LIB,Michele Sallach-Grace,60,SW
Adams,193,Attorney General,3,REP,Jon Bruning,208,SW
Adams,193,Secretary of State,3,REP,John A. Gale,174,SW
Adams,203,Secretary of State,3,DEM,Janet Stewart,113,SW
Adams,203,State Treasurer,3,REP,Don Stenberg,184,SW
Adams,203,Governor,3,REP,"Dave Heineman, Governor",206,SW
Adams,203,Representative,3,ZZZ,Dan Hill,53,FED
Adams,203,Representative,3,DEM,Rebekah Davis,95,FED
Adams,203,Representative,3,REP,Adrian Smith,149,FED
Adams,203,Governor,3,DEM,"Mike Meister, Governor",91,SW
Adams,203,Auditor,3,REP,Mike Foley,180,SW
Adams,203,State Treasurer,3,DEM,Mark Stoj,100,SW
Adams,203,Auditor,3,LIB,Michele Sallach-Grace,68,SW
Adams,203,Attorney General,3,REP,Jon Bruning,216,SW
Adams,203,Secretary of State,3,REP,John A. Gale,172,SW
Adams,213,Secretary of State,3,DEM,Janet Stewart,105,SW
Adams,213,State Treasurer,3,REP,Don Stenberg,248,SW
Adams,213,Governor,3,REP,"Dave Heineman, Governor",255,SW
Adams,213,Representative,3,ZZZ,Dan Hill,65,FED
Adams,213,Representative,3,DEM,Rebekah Davis,75,FED
Adams,213,Representative,3,REP,Adrian Smith,206,FED
Adams,213,Governor,3,DEM,"Mike Meister, Governor",90,SW
Adams,213,Auditor,3,REP,Mike Foley,234,SW
Adams,213,State Treasurer,3,DEM,Mark Stoj,83,SW
Adams,213,Auditor,3,LIB,Michele Sallach-Grace,61,SW
Adams,213,Attorney General,3,REP,Jon Bruning,272,SW
Adams,213,Secretary of State,3,REP,John A. Gale,219,SW
Adams,223,Secretary of State,3,DEM,Janet Stewart,43,SW
Adams,223,State Treasurer,3,REP,Don Stenberg,95,SW
Adams,223,Governor,3,REP,"Dave Heineman, Governor",107,SW
Adams,223,Representative,3,ZZZ,Dan Hill,29,FED
Adams,223,Representative,3,DEM,Rebekah Davis,33,FED
Adams,223,Representative,3,REP,Adrian Smith,78,FED
Adams,223,Governor,3,DEM,"Mike Meister, Governor",36,SW
Adams,223,Auditor,3,REP,Mike Foley,100,SW
Adams,223,State Treasurer,3,DEM,Mark Stoj,37,SW
Adams,223,Auditor,3,LIB,Michele Sallach-Grace,19,SW
Adams,223,Attorney General,3,REP,Jon Bruning,104,SW
Adams,223,Secretary of State,3,REP,John A. Gale,92,SW
Adams,233,Secretary of State,3,DEM,Janet Stewart,143,SW
Adams,233,State Treasurer,3,REP,Don Stenberg,503,SW
Adams,233,Governor,3,REP,"Dave Heineman, Governor",569,SW
Adams,233,Representative,3,ZZZ,Dan Hill,142,FED
Adams,233,Representative,3,DEM,Rebekah Davis,113,FED
Adams,233,Representative,3,REP,Adrian Smith,424,FED
Adams,233,Governor,3,DEM,"Mike Meister, Governor",113,SW
Adams,233,Auditor,3,REP,Mike Foley,519,SW
Adams,233,State Treasurer,3,DEM,Mark Stoj,136,SW
Adams,233,Auditor,3,LIB,Michele Sallach-Grace,78,SW
Adams,233,Attorney General,3,REP,Jon Bruning,574,SW
Adams,233,Secretary of State,3,REP,John A. Gale,497,SW
Adams,244,Secretary of State,3,DEM,Janet Stewart,94,SW
Adams,244,State Treasurer,3,REP,Don Stenberg,163,SW
Adams,244,Governor,3,REP,"Dave Heineman, Governor",172,SW
Adams,244,Representative,3,ZZZ,Dan Hill,49,FED
Adams,244,Representative,3,DEM,Rebekah Davis,74,FED
Adams,244,Representative,3,REP,Adrian Smith,129,FED
Adams,244,Governor,3,DEM,"Mike Meister, Governor",79,SW
Adams,244,Auditor,3,REP,Mike Foley,159,SW
Adams,244,State Treasurer,3,DEM,Mark Stoj,83,SW
Adams,244,Auditor,3,LIB,Michele Sallach-Grace,60,SW
Adams,244,Attorney General,3,REP,Jon Bruning,187,SW
Adams,244,Secretary of State,3,REP,John A. Gale,148,SW
Adams,254,Secretary of State,3,DEM,Janet Stewart,108,SW
Adams,254,State Treasurer,3,REP,Don Stenberg,295,SW
Adams,254,Governor,3,REP,"Dave Heineman, Governor",306,SW
Adams,254,Representative,3,ZZZ,Dan Hill,87,FED
Adams,254,Representative,3,DEM,Rebekah Davis,113,FED
Adams,254,Representative,3,REP,Adrian Smith,219,FED
Adams,254,Governor,3,DEM,"Mike Meister, Governor",111,SW
Adams,254,Auditor,3,REP,Mike Foley,281,SW
Adams,254,State Treasurer,3,DEM,Mark Stoj,103,SW
Adams,254,Auditor,3,LIB,Michele Sallach-Grace,64,SW
Adams,254,Attorney General,3,REP,Jon Bruning,329,SW
Adams,254,Secretary of State,3,REP,John A. Gale,279,SW
Adams,264,Secretary of State,3,DEM,Janet Stewart,76,SW
Adams,264,State Treasurer,3,REP,Don Stenberg,125,SW
Adams,264,Governor,3,REP,"Dave Heineman, Governor",144,SW
Adams,264,Representative,3,ZZZ,Dan Hill,29,FED
Adams,264,Representative,3,DEM,Rebekah Davis,72,FED
Adams,264,Representative,3,REP,Adrian Smith,108,FED
Adams,264,Governor,3,DEM,"Mike Meister, Governor",68,SW
Adams,264,Auditor,3,REP,Mike Foley,125,SW
Adams,264,State Treasurer,3,DEM,Mark Stoj,74,SW
Adams,264,Auditor,3,LIB,Michele Sallach-Grace,43,SW
Adams,264,Attorney General,3,REP,Jon Bruning,152,SW
Adams,264,Secretary of State,3,REP,John A. Gale,123,SW
Adams,274,Secretary of State,3,DEM,Janet Stewart,133,SW
Adams,274,State Treasurer,3,REP,Don Stenberg,344,SW
Adams,274,Governor,3,REP,"Dave Heineman, Governor",372,SW
Adams,274,Representative,3,ZZZ,Dan Hill,87,FED
Adams,274,Representative,3,DEM,Rebekah Davis,126,FED
Adams,274,Representative,3,REP,Adrian Smith,269,FED
Adams,274,Governor,3,DEM,"Mike Meister, Governor",118,SW
Adams,274,Auditor,3,REP,Mike Foley,335,SW
Adams,274,State Treasurer,3,DEM,Mark Stoj,121,SW
Adams,274,Auditor,3,LIB,Michele Sallach-Grace,98,SW
Adams,274,Attorney General,3,REP,Jon Bruning,394,SW
Adams,274,Secretary of State,3,REP,John A. Gale,333,SW
Adams,0028,Representative,3,REP,Adrian Smith,474,FED
Adams,0028,Representative,3,DEM,Rebekah Davis,189,FED
Adams,0028,Representative,3,ZZZ,Dan Hill,117,FED
Adams,0028,Governor,3,REP,"Dave Heineman, Governor",597,SW
Adams,0028,Governor,3,DEM,"Mike Meister, Governor",189,SW
Adams,0028,Secretary of State,3,REP,John A. Gale,534,SW
Adams,0028,Secretary of State,3,DEM,Janet Stewart,220,SW
Adams,0028,State Treasurer,3,REP,Don Stenberg,557,SW
Adams,0028,State Treasurer,3,DEM,Mark Stoj,206,SW
Adams,0028,Attorney General,3,REP,Jon Bruning,615,SW
Adams,0028,Auditor,3,REP,Mike Foley,548,SW
Adams,0028,Auditor,3,LIB,Michele Sallach-Grace,131,SW
Antelope,0001,Secretary of State,3,DEM,Janet Stewart,17,SW
Antelope,0001,State Treasurer,3,REP,Don Stenberg,69,SW
Antelope,0001,Representative,3,ZZZ,Dan Hill,2,FED
Antelope,0001,Governor,3,REP,"Dave Heineman, Governor",71,SW
Antelope,0001,Representative,3,DEM,Rebekah Davis,16,FED
Antelope,0001,Representative,3,REP,Adrian Smith,65,FED
Antelope,0001,Governor,3,DEM,"Mike Meister, Governor",18,SW
Antelope,0001,Auditor,3,REP,Mike Foley,66,SW
Antelope,0001,State Treasurer,3,DEM,Mark Stoj,16,SW
Antelope,0001,Auditor,3,LIB,Michele Sallach-Grace,10,SW
Antelope,0001,Attorney General,3,REP,Jon Bruning,70,SW
Antelope,0001,Secretary of State,3,REP,John A. Gale,66,SW
Antelope,0002,Secretary of State,3,DEM,Janet Stewart,17,SW
Antelope,0002,State Treasurer,3,REP,Don Stenberg,74,SW
Antelope,0002,Representative,3,ZZZ,Dan Hill,4,FED
Antelope,0002,Governor,3,REP,"Dave Heineman, Governor",77,SW
Antelope,0002,Representative,3,DEM,Rebekah Davis,18,FED
Antelope,0002,Representative,3,REP,Adrian Smith,66,FED
Antelope,0002,Governor,3,DEM,"Mike Meister, Governor",15,SW
Antelope,0002,Auditor,3,REP,Mike Foley,65,SW
Antelope,0002,State Treasurer,3,DEM,Mark Stoj,13,SW
Antelope,0002,Auditor,3,LIB,Michele Sallach-Grace,16,SW
Antelope,0002,Attorney General,3,REP,Jon Bruning,78,SW
Antelope,0002,Secretary of State,3,REP,John A. Gale,71,SW
Antelope,0003,Secretary of State,3,DEM,Janet Stewart,42,SW
Antelope,0003,State Treasurer,3,REP,Don Stenberg,140,SW
Antelope,0003,Representative,3,ZZZ,Dan Hill,11,FED
Antelope,0003,Governor,3,REP,"Dave Heineman, Governor",146,SW
Antelope,0003,Representative,3,DEM,Rebekah Davis,33,FED
Antelope,0003,Representative,3,REP,Adrian Smith,125,FED
Antelope,0003,Governor,3,DEM,"Mike Meister, Governor",34,SW
Antelope,0003,Auditor,3,REP,Mike Foley,123,SW
Antelope,0003,State Treasurer,3,DEM,Mark Stoj,30,SW
Antelope,0003,Auditor,3,LIB,Michele Sallach-Grace,21,SW
Antelope,0003,Attorney General,3,REP,Jon Bruning,153,SW
Antelope,0003,Secretary of State,3,REP,John A. Gale,123,SW
Antelope,0005,Secretary of State,3,DEM,Janet Stewart,26,SW
Antelope,0005,State Treasurer,3,REP,Don Stenberg,169,SW
Antelope,0005,Representative,3,ZZZ,Dan Hill,9,FED
Antelope,0005,Governor,3,REP,"Dave Heineman, Governor",176,SW
Antelope,0005,Representative,3,DEM,Rebekah Davis,22,FED
Antelope,0005,Representative,3,REP,Adrian Smith,163,FED
Antelope,0005,Governor,3,DEM,"Mike Meister, Governor",16,SW
Antelope,0005,Auditor,3,REP,Mike Foley,159,SW
Antelope,0005,State Treasurer,3,DEM,Mark Stoj,25,SW
Antelope,0005,Auditor,3,LIB,Michele Sallach-Grace,11,SW
Antelope,0005,Attorney General,3,REP,Jon Bruning,170,SW
Antelope,0005,Secretary of State,3,REP,John A. Gale,161,SW
Antelope,0006,Secretary of State,3,DEM,Janet Stewart,60,SW
Antelope,0006,State Treasurer,3,REP,Don Stenberg,245,SW
Antelope,0006,Representative,3,ZZZ,Dan Hill,16,FED
Antelope,0006,Governor,3,REP,"Dave Heineman, Governor",261,SW
Antelope,0006,Representative,3,DEM,Rebekah Davis,48,FED
Antelope,0006,Representative,3,REP,Adrian Smith,237,FED
Antelope,0006,Governor,3,DEM,"Mike Meister, Governor",55,SW
Antelope,0006,Auditor,3,REP,Mike Foley,229,SW
Antelope,0006,State Treasurer,3,DEM,Mark Stoj,48,SW
Antelope,0006,Auditor,3,LIB,Michele Sallach-Grace,35,SW
Antelope,0006,Attorney General,3,REP,Jon Bruning,270,SW
Antelope,0006,Secretary of State,3,REP,John A. Gale,227,SW
Antelope,0007,Secretary of State,3,DEM,Janet Stewart,50,SW
Antelope,0007,State Treasurer,3,REP,Don Stenberg,199,SW
Antelope,0007,Representative,3,ZZZ,Dan Hill,17,FED
Antelope,0007,Governor,3,REP,"Dave Heineman, Governor",207,SW
Antelope,0007,Representative,3,DEM,Rebekah Davis,45,FED
Antelope,0007,Representative,3,REP,Adrian Smith,182,FED
Antelope,0007,Governor,3,DEM,"Mike Meister, Governor",44,SW
Antelope,0007,Auditor,3,REP,Mike Foley,186,SW
Antelope,0007,State Treasurer,3,DEM,Mark Stoj,43,SW
Antelope,0007,Auditor,3,LIB,Michele Sallach-Grace,30,SW
Antelope,0007,Attorney General,3,REP,Jon Bruning,216,SW
Antelope,0007,Secretary of State,3,REP,John A. Gale,177,SW
Antelope,0008,Secretary of State,3,DEM,Janet Stewart,38,SW
Antelope,0008,State Treasurer,3,REP,Don Stenberg,180,SW
Antelope,0008,Representative,3,ZZZ,Dan Hill,5,FED
Antelope,0008,Governor,3,REP,"Dave Heineman, Governor",195,SW
Antelope,0008,Representative,3,DEM,Rebekah Davis,37,FED
Antelope,0008,Representative,3,REP,Adrian Smith,175,FED
Antelope,0008,Governor,3,DEM,"Mike Meister, Governor",31,SW
Antelope,0008,Auditor,3,REP,Mike Foley,172,SW
Antelope,0008,State Treasurer,3,DEM,Mark Stoj,33,SW
Antelope,0008,Auditor,3,LIB,Michele Sallach-Grace,29,SW
Antelope,0008,Attorney General,3,REP,Jon Bruning,192,SW
Antelope,0008,Secretary of State,3,REP,John A. Gale,172,SW
Antelope,0010,Secretary of State,3,DEM,Janet Stewart,32,SW
Antelope,0010,State Treasurer,3,REP,Don Stenberg,110,SW
Antelope,0010,Representative,3,ZZZ,Dan Hill,4,FED
Antelope,0010,Governor,3,REP,"Dave Heineman, Governor",113,SW
Antelope,0010,Representative,3,DEM,Rebekah Davis,28,FED
Antelope,0010,Representative,3,REP,Adrian Smith,97,FED
Antelope,0010,Governor,3,DEM,"Mike Meister, Governor",21,SW
Antelope,0010,Auditor,3,REP,Mike Foley,101,SW
Antelope,0010,State Treasurer,3,DEM,Mark Stoj,21,SW
Antelope,0010,Auditor,3,LIB,Michele Sallach-Grace,16,SW
Antelope,0010,Attorney General,3,REP,Jon Bruning,121,SW
Antelope,0010,Secretary of State,3,REP,John A. Gale,92,SW
Antelope,0011,Secretary of State,3,DEM,Janet Stewart,27,SW
Antelope,0011,State Treasurer,3,REP,Don Stenberg,104,SW
Antelope,0011,Representative,3,ZZZ,Dan Hill,11,FED
Antelope,0011,Governor,3,REP,"Dave Heineman, Governor",109,SW
Antelope,0011,Representative,3,DEM,Rebekah Davis,22,FED
Antelope,0011,Representative,3,REP,Adrian Smith,90,FED
Antelope,0011,Governor,3,DEM,"Mike Meister, Governor",21,SW
Antelope,0011,Auditor,3,REP,Mike Foley,90,SW
