"","county","precinct","district","office","party","candidate","votes"
"130","Butler","total",1,"U.S. House","REP","Jeff Fortenberry",3231
"131","Butler","1",1,"U.S. House","","Write-ins",0
"132","Butler","3",1,"U.S. House","","Write-ins",1
"133","Butler","5",1,"U.S. House","","Write-ins",0
"134","Butler","7",1,"U.S. House","","Write-ins",0
"135","Butler","9",1,"U.S. House","","Write-ins",0
"136","Butler","11",1,"U.S. House","","Write-ins",0
"137","Butler","13",1,"U.S. House","","Write-ins",0
"138","Butler","15",1,"U.S. House","","Write-ins",0
"139","Butler","18",1,"U.S. House","","Write-ins",1
"140","Butler","19",1,"U.S. House","","Write-ins",1
"141","Butler","20",1,"U.S. House","","Write-ins",2
"142","Butler","early votes",1,"U.S. House","","Write-ins",0
"143","Butler","total",1,"U.S. House","","Write-ins",5
