"","county","precinct","district","office","party","candidate","votes"
"43","Cedar","Early",NA,"President","LIB","Gary Johnson",20
"44","Cedar","Precinct 10 (17-18)",NA,"President","LIB","Gary Johnson",8
"45","Cedar","Precinct 13 (21)",NA,"President","LIB","Gary Johnson",21
"46","Cedar","Precinct 3 (4)",NA,"President","LIB","Gary Johnson",13
"47","Cedar","Precinct 4 (5-6-7)",NA,"President","LIB","Gary Johnson",12
"48","Cedar","Precinct 7 (9A)",NA,"President","LIB","Gary Johnson",9
"49","Cedar","Precinct 1 (1)",NA,"President","LIB","Gary Johnson",19
"50","Cedar","Precinct 11 (19)",NA,"President","LIB","Gary Johnson",30
"51","Cedar","Precinct 12 (20)",NA,"President","LIB","Gary Johnson",16
"52","Cedar","Precinct 2 (2-3)",NA,"President","LIB","Gary Johnson",19
"53","Cedar","Precinct 5 (13-14)",NA,"President","LIB","Gary Johnson",5
"54","Cedar","Precinct 6 (8-9)",NA,"President","LIB","Gary Johnson",28
"55","Cedar","Precinct 8 (10-11-12)",NA,"President","LIB","Gary Johnson",12
"56","Cedar","Precinct 9 (15-16)",NA,"President","LIB","Gary Johnson",12
"57","Cedar","Early",NA,"President","","Jill Stein",4
"58","Cedar","Precinct 10 (17-18)",NA,"President","","Jill Stein",0
"59","Cedar","Precinct 13 (21)",NA,"President","","Jill Stein",9
"60","Cedar","Precinct 3 (4)",NA,"President","","Jill Stein",1
"61","Cedar","Precinct 4 (5-6-7)",NA,"President","","Jill Stein",1
"62","Cedar","Precinct 7 (9A)",NA,"President","","Jill Stein",1
"63","Cedar","Precinct 1 (1)",NA,"President","","Jill Stein",1
"64","Cedar","Precinct 11 (19)",NA,"President","","Jill Stein",3
"65","Cedar","Precinct 12 (20)",NA,"President","","Jill Stein",2
"66","Cedar","Precinct 2 (2-3)",NA,"President","","Jill Stein",0
"67","Cedar","Precinct 5 (13-14)",NA,"President","","Jill Stein",0
"68","Cedar","Precinct 6 (8-9)",NA,"President","","Jill Stein",8
"69","Cedar","Precinct 8 (10-11-12)",NA,"President","","Jill Stein",0
"70","Cedar","Precinct 9 (15-16)",NA,"President","","Jill Stein",1
"71","Cedar","Early",3,"U.S. House","REP","Adrian Smith",381
"72","Cedar","Precinct 10 (17-18)",3,"U.S. House","REP","Adrian Smith",122
"73","Cedar","Precinct 13 (21)",3,"U.S. House","REP","Adrian Smith",474
"74","Cedar","Precinct 3 (4)",3,"U.S. House","REP","Adrian Smith",154
"75","Cedar","Precinct 4 (5-6-7)",3,"U.S. House","REP","Adrian Smith",230
"76","Cedar","Precinct 7 (9A)",3,"U.S. House","REP","Adrian Smith",75
"77","Cedar","Precinct 1 (1)",3,"U.S. House","REP","Adrian Smith",163
"78","Cedar","Precinct 11 (19)",3,"U.S. House","REP","Adrian Smith",401
"79","Cedar","Precinct 12 (20)",3,"U.S. House","REP","Adrian Smith",116
"80","Cedar","Precinct 2 (2-3)",3,"U.S. House","REP","Adrian Smith",337
"81","Cedar","Precinct 5 (13-14)",3,"U.S. House","REP","Adrian Smith",134
"82","Cedar","Precinct 6 (8-9)",3,"U.S. House","REP","Adrian Smith",733
"83","Cedar","Precinct 8 (10-11-12)",3,"U.S. House","REP","Adrian Smith",220
"84","Cedar","Precinct 9 (15-16)",3,"U.S. House","REP","Adrian Smith",295
