"","county","precinct","district","office","party","candidate","votes"
"110","Stanton","Dewey",1,"U.S. House","REP","Jeff Fortenberry",90
"111","Stanton","Dimick",1,"U.S. House","REP","Jeff Fortenberry",49
"112","Stanton","Elkhorn",1,"U.S. House","REP","Jeff Fortenberry",113
"113","Stanton","Haymow",1,"U.S. House","REP","Jeff Fortenberry",66
"114","Stanton","Kingsburg",1,"U.S. House","REP","Jeff Fortenberry",43
"115","Stanton","Maple Creek",1,"U.S. House","REP","Jeff Fortenberry",70
"116","Stanton","Pilger",1,"U.S. House","REP","Jeff Fortenberry",210
"117","Stanton","Ramshorn",1,"U.S. House","REP","Jeff Fortenberry",87
"118","Stanton","Spring Branch",1,"U.S. House","REP","Jeff Fortenberry",537
"119","Stanton","Spring Branch II",1,"U.S. House","REP","Jeff Fortenberry",143
"120","Stanton","Stanton A",1,"U.S. House","REP","Jeff Fortenberry",253
"121","Stanton","Stanton B",1,"U.S. House","REP","Jeff Fortenberry",281
"122","Stanton","Stanton C",1,"U.S. House","REP","Jeff Fortenberry",41
"123","Stanton","Union Creek",1,"U.S. House","REP","Jeff Fortenberry",57
"124","Stanton","Absentee",1,"U.S. House","REP","Jeff Fortenberry",231
"125","Stanton","Provisional",1,"U.S. House","REP","Jeff Fortenberry",12
"126","Stanton","Total",1,"U.S. House","REP","Jeff Fortenberry",2341
"127","Stanton","Butterfly",1,"U.S. House","DEM","Daniel M. Wik",12
"128","Stanton","Dewey",1,"U.S. House","DEM","Daniel M. Wik",16
"129","Stanton","Dimick",1,"U.S. House","DEM","Daniel M. Wik",3
"130","Stanton","Elkhorn",1,"U.S. House","DEM","Daniel M. Wik",27
"131","Stanton","Haymow",1,"U.S. House","DEM","Daniel M. Wik",10
"132","Stanton","Kingsburg",1,"U.S. House","DEM","Daniel M. Wik",10
"133","Stanton","Maple Creek",1,"U.S. House","DEM","Daniel M. Wik",8
"134","Stanton","Pilger",1,"U.S. House","DEM","Daniel M. Wik",41
"135","Stanton","Ramshorn",1,"U.S. House","DEM","Daniel M. Wik",7
"136","Stanton","Spring Branch",1,"U.S. House","DEM","Daniel M. Wik",115
"137","Stanton","Spring Branch II",1,"U.S. House","DEM","Daniel M. Wik",22
"138","Stanton","Stanton A",1,"U.S. House","DEM","Daniel M. Wik",40
"139","Stanton","Stanton B",1,"U.S. House","DEM","Daniel M. Wik",60
"140","Stanton","Stanton C",1,"U.S. House","DEM","Daniel M. Wik",0
"141","Stanton","Union Creek",1,"U.S. House","DEM","Daniel M. Wik",10
"142","Stanton","Absentee",1,"U.S. House","DEM","Daniel M. Wik",43
"143","Stanton","Provisional",1,"U.S. House","DEM","Daniel M. Wik",2
"144","Stanton","Total",1,"U.S. House","DEM","Daniel M. Wik",426
"145","Stanton","Spring Branch",19,"State Legislature","","Jim Scheer",587
"146","Stanton","Spring Branch II",19,"State Legislature","","Jim Scheer",152
"147","Stanton","Absentee",19,"State Legislature","","Jim Scheer",120
"148","Stanton","Provisional",19,"State Legislature","","Jim Scheer",9
"149","Stanton","Total",19,"State Legislature","","Jim Scheer",868
