"","county","precinct","district","office","party","candidate","votes"
"89","Scotts Bluff","Roubadeau",NA,"President","","Jill Stein",0
"90","Scotts Bluff","Scottsbluff 1",NA,"President","","Jill Stein",7
"91","Scotts Bluff","Scottsbluff 2",NA,"President","","Jill Stein",10
"92","Scotts Bluff","Scottsbluff 3",NA,"President","","Jill Stein",4
"93","Scotts Bluff","Scottsbluff 4",NA,"President","","Jill Stein",10
"94","Scotts Bluff","Scottsbluff 5",NA,"President","","Jill Stein",3
"95","Scotts Bluff","Scottsbluff 6",NA,"President","","Jill Stein",6
"96","Scotts Bluff","Scottsbluff 7",NA,"President","","Jill Stein",5
"97","Scotts Bluff","Scottsbluff 8",NA,"President","","Jill Stein",4
"98","Scotts Bluff","Terrytown I & II",NA,"President","","Jill Stein",5
"99","Scotts Bluff","West Winter Creek",NA,"President","","Jill Stein",5
"100","Scotts Bluff","Absentee/Early Vote",NA,"President","REP","Donald J. Trump",2241
"101","Scotts Bluff","Castle Rock A",NA,"President","REP","Donald J. Trump",125
"102","Scotts Bluff","Castle Rock B",NA,"President","REP","Donald J. Trump",92
"103","Scotts Bluff","Countywide",NA,"President","REP","Donald J. Trump",124
"104","Scotts Bluff","Dewey-Tabor",NA,"President","REP","Donald J. Trump",295
"105","Scotts Bluff","East Winter Creek",NA,"President","REP","Donald J. Trump",182
"106","Scotts Bluff","Fanning",NA,"President","REP","Donald J. Trump",385
"107","Scotts Bluff","Ford A & B",NA,"President","REP","Donald J. Trump",170
"108","Scotts Bluff","Funston",NA,"President","REP","Donald J. Trump",174
"109","Scotts Bluff","Gering (Rural)",NA,"President","REP","Donald J. Trump",204
"110","Scotts Bluff","Gering I",NA,"President","REP","Donald J. Trump",545
"111","Scotts Bluff","Gering II",NA,"President","REP","Donald J. Trump",492
"112","Scotts Bluff","Gering III",NA,"President","REP","Donald J. Trump",292
"113","Scotts Bluff","Gering IV",NA,"President","REP","Donald J. Trump",485
"114","Scotts Bluff","Highland",NA,"President","REP","Donald J. Trump",110
"115","Scotts Bluff","Kiowa-Lyman",NA,"President","REP","Donald J. Trump",207
"116","Scotts Bluff","Minatare I & II",NA,"President","REP","Donald J. Trump",151
"117","Scotts Bluff","Mitchell (Rural)",NA,"President","REP","Donald J. Trump",149
"118","Scotts Bluff","Mitchell I",NA,"President","REP","Donald J. Trump",178
"119","Scotts Bluff","Mitchell II",NA,"President","REP","Donald J. Trump",202
"120","Scotts Bluff","Morrill",NA,"President","REP","Donald J. Trump",254
"121","Scotts Bluff","New/Former Resident",NA,"President","REP","Donald J. Trump",11
"122","Scotts Bluff","Roubadeau",NA,"President","REP","Donald J. Trump",49
"123","Scotts Bluff","Scottsbluff 1",NA,"President","REP","Donald J. Trump",530
"124","Scotts Bluff","Scottsbluff 2",NA,"President","REP","Donald J. Trump",385
"125","Scotts Bluff","Scottsbluff 3",NA,"President","REP","Donald J. Trump",153
"126","Scotts Bluff","Scottsbluff 4",NA,"President","REP","Donald J. Trump",74
"127","Scotts Bluff","Scottsbluff 5",NA,"President","REP","Donald J. Trump",330
"128","Scotts Bluff","Scottsbluff 6",NA,"President","REP","Donald J. Trump",254
"129","Scotts Bluff","Scottsbluff 7",NA,"President","REP","Donald J. Trump",323
"130","Scotts Bluff","Scottsbluff 8",NA,"President","REP","Donald J. Trump",341
"131","Scotts Bluff","Terrytown I & II",NA,"President","REP","Donald J. Trump",196
"132","Scotts Bluff","West Winter Creek",NA,"President","REP","Donald J. Trump",373
"133","Scotts Bluff","Absentee/Early Vote",3,"U.S. House","REP","Adrian Smith",2592
"134","Scotts Bluff","Castle Rock A",3,"U.S. House","REP","Adrian Smith",131
"135","Scotts Bluff","Castle Rock B",3,"U.S. House","REP","Adrian Smith",91
"136","Scotts Bluff","Countywide",3,"U.S. House","REP","Adrian Smith",175
"137","Scotts Bluff","Dewey-Tabor",3,"U.S. House","REP","Adrian Smith",302
"138","Scotts Bluff","East Winter Creek",3,"U.S. House","REP","Adrian Smith",199
"139","Scotts Bluff","Fanning",3,"U.S. House","REP","Adrian Smith",393
"140","Scotts Bluff","Ford A & B",3,"U.S. House","REP","Adrian Smith",181
"141","Scotts Bluff","Funston",3,"U.S. House","REP","Adrian Smith",179
"142","Scotts Bluff","Gering (Rural)",3,"U.S. House","REP","Adrian Smith",218
"143","Scotts Bluff","Gering I",3,"U.S. House","REP","Adrian Smith",620
"144","Scotts Bluff","Gering II",3,"U.S. House","REP","Adrian Smith",548
"145","Scotts Bluff","Gering III",3,"U.S. House","REP","Adrian Smith",356
"146","Scotts Bluff","Gering IV",3,"U.S. House","REP","Adrian Smith",565
"147","Scotts Bluff","Highland",3,"U.S. House","REP","Adrian Smith",121
"148","Scotts Bluff","Kiowa-Lyman",3,"U.S. House","REP","Adrian Smith",224
"149","Scotts Bluff","Minatare I & II",3,"U.S. House","REP","Adrian Smith",186
"150","Scotts Bluff","Mitchell (Rural)",3,"U.S. House","REP","Adrian Smith",164
"151","Scotts Bluff","Mitchell I",3,"U.S. House","REP","Adrian Smith",203
"152","Scotts Bluff","Mitchell II",3,"U.S. House","REP","Adrian Smith",210
"153","Scotts Bluff","Morrill",3,"U.S. House","REP","Adrian Smith",277
"154","Scotts Bluff","New/Former Resident",3,"U.S. House","REP","Adrian Smith",0
"155","Scotts Bluff","Roubadeau",3,"U.S. House","REP","Adrian Smith",44
"156","Scotts Bluff","Scottsbluff 1",3,"U.S. House","REP","Adrian Smith",576
"157","Scotts Bluff","Scottsbluff 2",3,"U.S. House","REP","Adrian Smith",502
"158","Scotts Bluff","Scottsbluff 3",3,"U.S. House","REP","Adrian Smith",252
"159","Scotts Bluff","Scottsbluff 4",3,"U.S. House","REP","Adrian Smith",152
"160","Scotts Bluff","Scottsbluff 5",3,"U.S. House","REP","Adrian Smith",414
"161","Scotts Bluff","Scottsbluff 6",3,"U.S. House","REP","Adrian Smith",345
"162","Scotts Bluff","Scottsbluff 7",3,"U.S. House","REP","Adrian Smith",403
"163","Scotts Bluff","Scottsbluff 8",3,"U.S. House","REP","Adrian Smith",428
"164","Scotts Bluff","Terrytown I & II",3,"U.S. House","REP","Adrian Smith",226
"165","Scotts Bluff","West Winter Creek",3,"U.S. House","REP","Adrian Smith",401
